"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 28 18:59:43 GMT 2025","Mon Jul 28 18:59:43 GMT 2025","71","All Endponts for QA","Secure","Insurance","","","Delete a specific insurance record Copy",""
"failed","Mon Jul 28 18:59:39 GMT 2025","Mon Jul 28 18:59:39 GMT 2025","79","All Endponts for QA","Admin","Create Admin","","","Create Admin - No email",""
"failed","Mon Jul 28 18:59:41 GMT 2025","Mon Jul 28 18:59:41 GMT 2025","75","All Endponts for QA","Farmer","Claims","","","Get Claims",""
"failed","Mon Jul 28 18:59:42 GMT 2025","Mon Jul 28 18:59:43 GMT 2025","77","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - invalid plan",""
"failed","Mon Jul 28 18:59:39 GMT 2025","Mon Jul 28 18:59:39 GMT 2025","76","All Endponts for QA","Admin","Get Admins","","","Get Admin details - no authentication",""
"passed","Mon Jul 28 18:59:43 GMT 2025","Mon Jul 28 18:59:43 GMT 2025","71","All Endponts for QA","Secure","Claim","","","Get Claims - All",""
"failed","Mon Jul 28 18:59:40 GMT 2025","Mon Jul 28 18:59:40 GMT 2025","79","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - All Fields Passed - Successful",""
"failed","Mon Jul 28 18:59:40 GMT 2025","Mon Jul 28 18:59:40 GMT 2025","77","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers - With pagination - successful",""
"passed","Mon Jul 28 18:59:44 GMT 2025","Mon Jul 28 18:59:44 GMT 2025","72","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer Copy",""
"failed","Mon Jul 28 18:59:44 GMT 2025","Mon Jul 28 18:59:44 GMT 2025","75","All Endponts for QA","Insurance - new","","","","Create a single insurance record",""
"failed","Mon Jul 28 18:59:40 GMT 2025","Mon Jul 28 18:59:41 GMT 2025","76","All Endponts for QA","Farmer","Claims","","","Update Claims",""
"passed","Mon Jul 28 18:59:43 GMT 2025","Mon Jul 28 18:59:44 GMT 2025","72","All Endponts for QA","Secure","Market","","","Create  Market",""
"passed","Mon Jul 28 18:59:41 GMT 2025","Mon Jul 28 18:59:41 GMT 2025","159","All Endponts for QA","USSD","","","","Handle Session Requests",""
"failed","Mon Jul 28 18:59:44 GMT 2025","Mon Jul 28 18:59:44 GMT 2025","75","All Endponts for QA","Insurance - new","","","","Create a new insurance claim",""
"failed","Mon Jul 28 18:59:42 GMT 2025","Mon Jul 28 18:59:42 GMT 2025","77","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - non-existing InsuranceID",""
"passed","Mon Jul 28 18:59:41 GMT 2025","Mon Jul 28 18:59:41 GMT 2025","71","All Endponts for QA","Secure","Insurance","","","Create  Insurance - successful",""
"failed","Mon Jul 28 18:59:39 GMT 2025","Mon Jul 28 18:59:39 GMT 2025","81","All Endponts for QA","Admin","Create Admin","","","Create Admin - No role",""
"passed","Mon Jul 28 18:59:40 GMT 2025","Mon Jul 28 18:59:40 GMT 2025","75","All Endponts for QA","Admin","Get Admins","","","Get list of admins - no auth",""
"failed","Mon Jul 28 18:59:42 GMT 2025","Mon Jul 28 18:59:42 GMT 2025","75","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid amount paid",""
"passed","Mon Jul 28 18:59:43 GMT 2025","Mon Jul 28 18:59:43 GMT 2025","71","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer Copy",""
"passed","Mon Jul 28 18:59:43 GMT 2025","Mon Jul 28 18:59:43 GMT 2025","71","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer",""
"failed","Mon Jul 28 18:59:44 GMT 2025","Mon Jul 28 18:59:44 GMT 2025","75","All Endponts for QA","Insurance - new","","","","Delete a single insurance record",""
"failed","Mon Jul 28 18:59:42 GMT 2025","Mon Jul 28 18:59:42 GMT 2025","78","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no plan",""
"failed","Mon Jul 28 18:59:44 GMT 2025","Mon Jul 28 18:59:44 GMT 2025","74","All Endponts for QA","Insurance - new","","","","Delete all insurance records",""
"failed","Mon Jul 28 18:59:40 GMT 2025","Mon Jul 28 18:59:40 GMT 2025","75","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID does not exist",""
"failed","Mon Jul 28 18:59:41 GMT 2025","Mon Jul 28 18:59:41 GMT 2025","75","All Endponts for QA","Farmer","Claims","","","Delete all claims for a farmer",""
"failed","Mon Jul 28 18:59:44 GMT 2025","Mon Jul 28 18:59:44 GMT 2025","78","All Endponts for QA","Insurance - new","","","","Update Claims Copy",""
"passed","Mon Jul 28 18:59:43 GMT 2025","Mon Jul 28 18:59:43 GMT 2025","70","All Endponts for QA","Secure","Insurance","","","Delete all insurance records Copy",""
