"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 28 19:12:07 GMT 2025","Mon Jul 28 19:12:07 GMT 2025","52","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - successful",""
"passed","Mon Jul 28 19:12:09 GMT 2025","Mon Jul 28 19:12:09 GMT 2025","41","All Endponts for QA","Secure","Market","","","Get Market - All",""
"failed","Mon Jul 28 19:12:06 GMT 2025","Mon Jul 28 19:12:06 GMT 2025","49","All Endponts for QA","Admin","Get Admins","","","Get list of admins - successful",""
"passed","Mon Jul 28 19:12:05 GMT 2025","Mon Jul 28 19:12:05 GMT 2025","56","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID Password",""
"failed","Mon Jul 28 19:12:07 GMT 2025","Mon Jul 28 19:12:07 GMT 2025","50","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - validation error",""
"failed","Mon Jul 28 19:12:05 GMT 2025","Mon Jul 28 19:12:05 GMT 2025","216","All Endponts for QA","Admin","Login User Types","","","VIEWER - Admin Login",""
"passed","Mon Jul 28 19:12:09 GMT 2025","Mon Jul 28 19:12:09 GMT 2025","41","All Endponts for QA","Secure","Claim","","","Get Claims - All",""
"failed","Mon Jul 28 19:12:09 GMT 2025","Mon Jul 28 19:12:09 GMT 2025","46","All Endponts for QA","Insurance - new","","","","Create a new insurance claim",""
"passed","Mon Jul 28 19:12:07 GMT 2025","Mon Jul 28 19:12:07 GMT 2025","42","All Endponts for QA","Farmer","Delete Farmers","","","Delete all farmers",""
"failed","Mon Jul 28 19:12:08 GMT 2025","Mon Jul 28 19:12:08 GMT 2025","47","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid cost of production amount",""
"failed","Mon Jul 28 19:12:10 GMT 2025","Mon Jul 28 19:12:10 GMT 2025","45","All Endponts for QA","Insurance - new","","","","Get single Insurance information",""
"passed","Mon Jul 28 19:12:08 GMT 2025","Mon Jul 28 19:12:09 GMT 2025","41","All Endponts for QA","Secure","Insurance","","","Delete all insurance records Copy",""
"passed","Mon Jul 28 19:12:07 GMT 2025","Mon Jul 28 19:12:07 GMT 2025","43","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Required fields only Successful",""
"passed","Mon Jul 28 19:12:09 GMT 2025","Mon Jul 28 19:12:09 GMT 2025","41","All Endponts for QA","Secure","Claim","","","Delete all claim records",""
"failed","Mon Jul 28 19:12:07 GMT 2025","Mon Jul 28 19:12:07 GMT 2025","50","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Phone number already exists",""
"failed","Mon Jul 28 19:12:08 GMT 2025","Mon Jul 28 19:12:08 GMT 2025","47","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - non-existent YemertID",""
"passed","Mon Jul 28 19:12:08 GMT 2025","Mon Jul 28 19:12:08 GMT 2025","41","All Endponts for QA","Secure","Insurance","","","Delete a specific insurance record Copy",""
"failed","Mon Jul 28 19:12:06 GMT 2025","Mon Jul 28 19:12:07 GMT 2025","48","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - All Fields Passed - Successful",""
