"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 28 17:24:02 GMT 2025","Mon Jul 28 17:24:02 GMT 2025","197","All Endponts for QA","Admin","Login User Types","","","VIEWER - Admin Login",""
"passed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","24","All Endponts for QA","Admin","Get Admins","","","Get list of admins - no auth",""
"failed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","24","All Endponts for QA","Insurance - new","","","","Get single Insurance information",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","30","All Endponts for QA","Admin","Authentication","","","Admin logout - no auth",""
"passed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","195","All Endponts for QA","Admin","Authentication","","","Admin Login - Successful",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","21","All Endponts for QA","Farmer","Delete Farmers","","","Delete farmer",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","21","All Endponts for QA","Secure","Claim","","","Create  Claim",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","22","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no Insurance plan",""
"failed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","25","All Endponts for QA","Insurance - new","","","","Create a single insurance record",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","32","All Endponts for QA","Admin","Create Admin","","","Create Admin - No role",""
"passed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","20","All Endponts for QA","Secure","Claim","","","Delete a specific claim record",""
"failed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","27","All Endponts for QA","Insurance - new","","","","Get Insurance information",""
"passed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","34","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID Password",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","25","All Endponts for QA","Farmer","Claims","","","Delete all claims for a farmer",""
"passed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","21","All Endponts for QA","Secure","Market","","","Delete all market records",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","24","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer not found",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","22","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","33","All Endponts for QA","Admin","Create Admin","","","Create Admin - Invalid email",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","25","All Endponts for QA","Secure","Insurance","","","Get Insurance - All",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","20","All Endponts for QA","Secure","Claim","","","Get Claim - For Single Farmer",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","30","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - All Fields Passed - Successful",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","33","All Endponts for QA","Admin","Authentication","","","Admin Login - Long Password",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","28","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers - With pagination - successful",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","20","All Endponts for QA","Farmer","Delete Farmers","","","Delete all farmers",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","22","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer",""
"failed","Mon Jul 28 17:24:02 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","122","All Endponts for QA","Admin","Authentication","","","Admin Login - Invalid credentials",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","24","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID exists",""
"passed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","21","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer",""
"failed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","25","All Endponts for QA","Insurance - new","","","","Delete all insurance records for a farmer",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","23","All Endponts for QA","Secure","Insurance","","","Create  Insurance - successful",""
"failed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","25","All Endponts for QA","Insurance - new","","","","Update Claims Copy",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","33","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","26","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID does not exist",""
"passed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","19","All Endponts for QA","Secure","Market","","","Create  Market",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","30","All Endponts for QA","Admin","Get Admins","","","Get list of admins - successful",""
"passed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","20","All Endponts for QA","Secure","Market","","","Delete a specific market record",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","26","All Endponts for QA","Admin","Create Admin","","","Create Admin - Not Authenticated",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","28","All Endponts for QA","Admin","Create Admin","","","Create Admin - No email",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","26","All Endponts for QA","Farmer","Claims","","","Get Claims",""
"failed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","25","All Endponts for QA","Insurance - new","","","","Delete all insurance records",""
"passed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","32","All Endponts for QA","Admin","Authentication","","","Admin Login - Invalid ID data",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","20","All Endponts for QA","Secure","Insurance","","","Delete a specific insurance record Copy",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","31","All Endponts for QA","Admin","Authentication","","","Admin logout - successful",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","26","All Endponts for QA","Admin","Get Admins","","","Get Admin details - no authentication",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","26","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid cost of production amount",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","25","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","27","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - validation error",""
"failed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","24","All Endponts for QA","Insurance - new","","","","Get Insurance claims information",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","21","All Endponts for QA","Secure","Claim","","","Get Claims - All",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","23","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer Copy",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","22","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no farmerId",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","29","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - successful",""
"passed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","20","All Endponts for QA","Secure","Market","","","Delete market records for a specific farmer",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","25","All Endponts for QA","Farmer","Claims","","","Delete a single claim",""
"passed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","21","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer Copy",""
"failed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","26","All Endponts for QA","Insurance - new","","","","Update a single insurance record",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","24","All Endponts for QA","Admin","Get Admins","","","Get Admin details - successful",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","33","All Endponts for QA","Admin","Authentication","","","Admin Login - Short Password",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","28","All Endponts for QA","Admin","Create Admin","","","Create Admin - Successful",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","20","All Endponts for QA","Secure","Insurance","","","Delete insurance records for a specific farmer Copy",""
"passed","Mon Jul 28 17:24:05 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","20","All Endponts for QA","Secure","Claim","","","Delete all claim records",""
"failed","Mon Jul 28 17:24:03 GMT 2025","Mon Jul 28 17:24:03 GMT 2025","27","All Endponts for QA","Admin","Create Admin","","","Create Admin - user already exists",""
"passed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:05 GMT 2025","21","All Endponts for QA","Secure","Claim","","","Delete claim records for a specific farmer",""
"failed","Mon Jul 28 17:24:04 GMT 2025","Mon Jul 28 17:24:04 GMT 2025","30","All Endponts for QA","Farmer","Claims","","","Delete all claims",""
