"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 29 18:39:12 GMT 2025","Tue Jul 29 18:39:12 GMT 2025","74","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID Password",""
"failed","Tue Jul 29 18:39:16 GMT 2025","Tue Jul 29 18:39:16 GMT 2025","59","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no InsuranceID",""
"failed","Tue Jul 29 18:39:15 GMT 2025","Tue Jul 29 18:39:15 GMT 2025","60","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid farmerId",""
"failed","Tue Jul 29 18:39:12 GMT 2025","Tue Jul 29 18:39:12 GMT 2025","227","All Endponts for QA","Admin","Login User Types","","","VIEWER - Admin Login",""
"failed","Tue Jul 29 18:39:14 GMT 2025","Tue Jul 29 18:39:14 GMT 2025","59","All Endponts for QA","Admin","Get Admins","","","Get Admin details - successful",""
"failed","Tue Jul 29 18:39:15 GMT 2025","Tue Jul 29 18:39:15 GMT 2025","57","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no cost of production",""
"failed","Tue Jul 29 18:39:16 GMT 2025","Tue Jul 29 18:39:16 GMT 2025","61","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - invalid InsuranceID",""
"failed","Tue Jul 29 18:39:13 GMT 2025","Tue Jul 29 18:39:14 GMT 2025","60","All Endponts for QA","Admin","Get Admins","","","Get Logged in Admin details - no authentication",""
"failed","Tue Jul 29 18:39:17 GMT 2025","Tue Jul 29 18:39:17 GMT 2025","56","All Endponts for QA","Secure","Market","","","Create  Market - No crops",""
"passed","Tue Jul 29 18:39:14 GMT 2025","Tue Jul 29 18:39:14 GMT 2025","55","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Required fields only Successful",""
"failed","Tue Jul 29 18:39:16 GMT 2025","Tue Jul 29 18:39:16 GMT 2025","56","All Endponts for QA","Secure","Claim","","","Create Claim - no farmerId",""
"failed","Tue Jul 29 18:39:16 GMT 2025","Tue Jul 29 18:39:16 GMT 2025","60","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - non-existent YemertID",""
"failed","Tue Jul 29 18:39:16 GMT 2025","Tue Jul 29 18:39:16 GMT 2025","57","All Endponts for QA","Secure","Claim","","","Create Claim - FarmerId does not exist",""
"failed","Tue Jul 29 18:39:17 GMT 2025","Tue Jul 29 18:39:17 GMT 2025","56","All Endponts for QA","Secure","Market","","","Create  Market - successful",""
"failed","Tue Jul 29 18:39:13 GMT 2025","Tue Jul 29 18:39:13 GMT 2025","62","All Endponts for QA","Admin","Authentication","","","Admin logout - successful",""
"failed","Tue Jul 29 18:39:13 GMT 2025","Tue Jul 29 18:39:13 GMT 2025","63","All Endponts for QA","Admin","Create Admin","","","Create Admin - Invalid email",""
"failed","Tue Jul 29 18:39:14 GMT 2025","Tue Jul 29 18:39:14 GMT 2025","57","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers",""
"failed","Tue Jul 29 18:39:17 GMT 2025","Tue Jul 29 18:39:17 GMT 2025","62","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - no crop name",""
"passed","Tue Jul 29 18:39:13 GMT 2025","Tue Jul 29 18:39:13 GMT 2025","64","All Endponts for QA","Admin","Authentication","","","Admin Login - Long Password",""
"failed","Tue Jul 29 18:39:17 GMT 2025","Tue Jul 29 18:39:17 GMT 2025","57","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - no Market ID",""
"failed","Tue Jul 29 18:39:15 GMT 2025","Tue Jul 29 18:39:15 GMT 2025","59","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no amount paid",""
"failed","Tue Jul 29 18:39:15 GMT 2025","Tue Jul 29 18:39:15 GMT 2025","56","All Endponts for QA","Secure","Insurance","","","Get Insurance - All",""
"failed","Tue Jul 29 18:39:16 GMT 2025","Tue Jul 29 18:39:16 GMT 2025","55","All Endponts for QA","Secure","Claim","","","Get Claims - All",""
"failed","Tue Jul 29 18:39:16 GMT 2025","Tue Jul 29 18:39:16 GMT 2025","60","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no crop name",""
"failed","Tue Jul 29 18:39:13 GMT 2025","Tue Jul 29 18:39:13 GMT 2025","68","All Endponts for QA","Admin","Create Admin","","","Create Admin - No email",""
"failed","Tue Jul 29 18:39:17 GMT 2025","Tue Jul 29 18:39:18 GMT 2025","58","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - successful",""
"failed","Tue Jul 29 18:39:13 GMT 2025","Tue Jul 29 18:39:13 GMT 2025","62","All Endponts for QA","Admin","Create Admin","","","Create Admin - Successful",""
"failed","Tue Jul 29 18:39:14 GMT 2025","Tue Jul 29 18:39:14 GMT 2025","56","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers - With pagination - successful",""
"failed","Tue Jul 29 18:39:11 GMT 2025","Tue Jul 29 18:39:12 GMT 2025","1062","All Endponts for QA","Admin","Login User Types","","","SUPER_ADMIN - Admin Login",""
"failed","Tue Jul 29 18:39:14 GMT 2025","Tue Jul 29 18:39:14 GMT 2025","57","All Endponts for QA","Admin","Get Admins","","","Get Admin details - no authentication",""
"failed","Tue Jul 29 18:39:15 GMT 2025","Tue Jul 29 18:39:15 GMT 2025","58","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid cost of production amount",""
"failed","Tue Jul 29 18:39:17 GMT 2025","Tue Jul 29 18:39:17 GMT 2025","61","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - invalid Yemert ID",""
"failed","Tue Jul 29 18:39:14 GMT 2025","Tue Jul 29 18:39:14 GMT 2025","60","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - validation error",""
"failed","Tue Jul 29 18:39:14 GMT 2025","Tue Jul 29 18:39:14 GMT 2025","55","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID does not exist",""
