"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 29 23:11:29 GMT 2025","Tue Jul 29 23:11:29 GMT 2025","44","All Endponts for QA","Admin","Create Admin","","","Create Admin - Not Authenticated",""
"failed","Tue Jul 29 23:11:32 GMT 2025","Tue Jul 29 23:11:32 GMT 2025","45","All Endponts for QA","Farmer","Claims","","","Get Claims_needs_review",""
"passed","Tue Jul 29 23:11:36 GMT 2025","Tue Jul 29 23:11:37 GMT 2025","557","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no amount paid",""
"failed","Tue Jul 29 23:11:41 GMT 2025","Tue Jul 29 23:11:41 GMT 2025","39","All Endponts for QA","Secure","Claim","","","Create Claim - no Type",""
"failed","Tue Jul 29 23:11:29 GMT 2025","Tue Jul 29 23:11:29 GMT 2025","224","All Endponts for QA","Admin","Create Admin","","","Create Admin - user already exists",""
"failed","Tue Jul 29 23:11:43 GMT 2025","Tue Jul 29 23:11:43 GMT 2025","41","All Endponts for QA","Secure","Market","","","Create  Market - No crops",""
"failed","Tue Jul 29 23:11:43 GMT 2025","Tue Jul 29 23:11:43 GMT 2025","37","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - invalid Yemert ID",""
"passed","Tue Jul 29 23:11:38 GMT 2025","Tue Jul 29 23:11:39 GMT 2025","733","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - successful standard update",""
"passed","Tue Jul 29 23:11:32 GMT 2025","Tue Jul 29 23:11:33 GMT 2025","297","All Endponts for QA","USSD","","","","Handle Session Requests_not tested",""
"passed","Tue Jul 29 23:11:29 GMT 2025","Tue Jul 29 23:11:29 GMT 2025","35","All Endponts for QA","Admin","Authentication","","","Admin Login - Long Password",""
"passed","Tue Jul 29 23:11:33 GMT 2025","Tue Jul 29 23:11:34 GMT 2025","479","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer",""
"passed","Tue Jul 29 23:11:29 GMT 2025","Tue Jul 29 23:11:29 GMT 2025","47","All Endponts for QA","Admin","Create Admin","","","Create Admin - Invalid email",""
"failed","Tue Jul 29 23:11:31 GMT 2025","Tue Jul 29 23:11:31 GMT 2025","52","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - validation error",""
"failed","Tue Jul 29 23:11:38 GMT 2025","Tue Jul 29 23:11:38 GMT 2025","47","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no plan",""
"failed","Tue Jul 29 23:11:43 GMT 2025","Tue Jul 29 23:11:44 GMT 2025","40","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - no crop name",""
