"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 29 06:36:50 GMT 2025","Tue Jul 29 06:36:50 GMT 2025","105","All Endponts for QA","Admin","Authentication","","","Admin Login - Long Password",""
"failed","Tue Jul 29 06:36:51 GMT 2025","Tue Jul 29 06:36:51 GMT 2025","100","All Endponts for QA","Admin","Create Admin","","","Create Admin - No role",""
"failed","Tue Jul 29 06:36:50 GMT 2025","Tue Jul 29 06:36:50 GMT 2025","115","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID",""
"failed","Tue Jul 29 06:36:54 GMT 2025","Tue Jul 29 06:36:54 GMT 2025","99","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer not found",""
"passed","Tue Jul 29 06:36:50 GMT 2025","Tue Jul 29 06:36:50 GMT 2025","196","All Endponts for QA","Admin","Authentication","","","Admin Login - Invalid credentials",""
"failed","Tue Jul 29 06:36:57 GMT 2025","Tue Jul 29 06:36:58 GMT 2025","100","All Endponts for QA","Secure","Market","","","Create  Market - successful",""
"passed","Tue Jul 29 06:36:53 GMT 2025","Tue Jul 29 06:36:53 GMT 2025","418","All Endponts for QA","USSD","","","","Handle Session Requests_not tested",""
"failed","Tue Jul 29 06:36:51 GMT 2025","Tue Jul 29 06:36:51 GMT 2025","105","All Endponts for QA","Admin","Create Admin","","","Create Admin - No email",""
"failed","Tue Jul 29 06:36:56 GMT 2025","Tue Jul 29 06:36:56 GMT 2025","103","All Endponts for QA","Secure","Claim","","","Create Claim - no Type",""
"failed","Tue Jul 29 06:36:52 GMT 2025","Tue Jul 29 06:36:52 GMT 2025","100","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - validation error",""
"failed","Tue Jul 29 06:36:56 GMT 2025","Tue Jul 29 06:36:56 GMT 2025","99","All Endponts for QA","Secure","Claim","","","Create  Claim - successful",""
"failed","Tue Jul 29 06:36:57 GMT 2025","Tue Jul 29 06:36:57 GMT 2025","100","All Endponts for QA","Secure","Market","","","Create  Market - postNow not present",""
"passed","Tue Jul 29 06:36:54 GMT 2025","Tue Jul 29 06:36:54 GMT 2025","96","All Endponts for QA","Secure","Insurance","","","Create  Insurance - successful",""
"failed","Tue Jul 29 06:36:56 GMT 2025","Tue Jul 29 06:36:56 GMT 2025","101","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer - successful",""
"passed","Tue Jul 29 06:36:49 GMT 2025","Tue Jul 29 06:36:50 GMT 2025","267","All Endponts for QA","Admin","Login User Types","","","VIEWER - Admin Login",""
"failed","Tue Jul 29 06:36:55 GMT 2025","Tue Jul 29 06:36:55 GMT 2025","103","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no InsuranceID",""
"failed","Tue Jul 29 06:36:54 GMT 2025","Tue Jul 29 06:36:54 GMT 2025","100","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no Insurance plan",""
"failed","Tue Jul 29 06:36:56 GMT 2025","Tue Jul 29 06:36:56 GMT 2025","99","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer not found",""
