"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 29 20:02:20 GMT 2025","Tue Jul 29 20:02:21 GMT 2025","576","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid cost of production amount",""
"failed","Tue Jul 29 20:02:14 GMT 2025","Tue Jul 29 20:02:15 GMT 2025","154","All Endponts for QA","Admin","Create Admin","","","Create Admin - Successful",""
"failed","Tue Jul 29 20:02:24 GMT 2025","Tue Jul 29 20:02:24 GMT 2025","64","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - invalid YemertID",""
"passed","Tue Jul 29 20:02:21 GMT 2025","Tue Jul 29 20:02:21 GMT 2025","602","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no amount paid",""
"failed","Tue Jul 29 20:02:15 GMT 2025","Tue Jul 29 20:02:15 GMT 2025","62","All Endponts for QA","Admin","Get Admins","","","Get Logged in Admin details - no authentication",""
"failed","Tue Jul 29 20:02:26 GMT 2025","Tue Jul 29 20:02:27 GMT 2025","147","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer not found",""
"passed","Tue Jul 29 20:02:24 GMT 2025","Tue Jul 29 20:02:25 GMT 2025","909","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - successful standard update",""
"failed","Tue Jul 29 20:02:17 GMT 2025","Tue Jul 29 20:02:17 GMT 2025","150","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID exists",""
"failed","Tue Jul 29 20:02:20 GMT 2025","Tue Jul 29 20:02:20 GMT 2025","577","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no cost of production",""
"failed","Tue Jul 29 20:02:25 GMT 2025","Tue Jul 29 20:02:25 GMT 2025","50","All Endponts for QA","Secure","Claim","","","Get Claims - All",""
"failed","Tue Jul 29 20:02:26 GMT 2025","Tue Jul 29 20:02:26 GMT 2025","60","All Endponts for QA","Secure","Claim","","","Create Claim - FarmerId does not exist",""
"passed","Tue Jul 29 20:02:14 GMT 2025","Tue Jul 29 20:02:14 GMT 2025","60","All Endponts for QA","Admin","Authentication","","","Admin Login - Long Password",""
"failed","Tue Jul 29 20:02:21 GMT 2025","Tue Jul 29 20:02:22 GMT 2025","575","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid amount paid",""
"failed","Tue Jul 29 20:02:28 GMT 2025","Tue Jul 29 20:02:28 GMT 2025","141","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer does not exist",""
"passed","Tue Jul 29 20:02:29 GMT 2025","Tue Jul 29 20:02:30 GMT 2025","58","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - no Market ID",""
"failed","Tue Jul 29 20:02:16 GMT 2025","Tue Jul 29 20:02:16 GMT 2025","59","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Phone number already exists",""
"passed","Tue Jul 29 20:02:17 GMT 2025","Tue Jul 29 20:02:18 GMT 2025","410","All Endponts for QA","Secure","Insurance","","","Get Insurance - All",""
"failed","Tue Jul 29 20:02:29 GMT 2025","Tue Jul 29 20:02:29 GMT 2025","59","All Endponts for QA","Secure","Market","","","Create  Market - No crops",""
"failed","Tue Jul 29 20:02:14 GMT 2025","Tue Jul 29 20:02:14 GMT 2025","76","All Endponts for QA","Admin","Create Admin","","","Create Admin - No email",""
"failed","Tue Jul 29 20:02:25 GMT 2025","Tue Jul 29 20:02:26 GMT 2025","139","All Endponts for QA","Secure","Claim","","","Get Claim - For Single Farmer does not exist",""
"failed","Tue Jul 29 20:02:16 GMT 2025","Tue Jul 29 20:02:16 GMT 2025","63","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - successful",""
"passed","Tue Jul 29 20:02:14 GMT 2025","Tue Jul 29 20:02:14 GMT 2025","228","All Endponts for QA","Admin","Authentication","","","Admin Login - Successful",""
"passed","Tue Jul 29 20:02:16 GMT 2025","Tue Jul 29 20:02:16 GMT 2025","52","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Required fields only Successful",""
"failed","Tue Jul 29 20:02:23 GMT 2025","Tue Jul 29 20:02:23 GMT 2025","860","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - non-existing InsuranceID",""
"failed","Tue Jul 29 20:02:26 GMT 2025","Tue Jul 29 20:02:26 GMT 2025","57","All Endponts for QA","Secure","Claim","","","Create Claim - no Type",""
"failed","Tue Jul 29 20:02:15 GMT 2025","Tue Jul 29 20:02:15 GMT 2025","65","All Endponts for QA","Admin","Get Admins","","","Get Admin details - no authentication",""
"failed","Tue Jul 29 20:02:14 GMT 2025","Tue Jul 29 20:02:14 GMT 2025","53","All Endponts for QA","Admin","Authentication","","","Admin logout - successful",""
"failed","Tue Jul 29 20:02:26 GMT 2025","Tue Jul 29 20:02:26 GMT 2025","57","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer - no YemertID",""
"failed","Tue Jul 29 20:02:29 GMT 2025","Tue Jul 29 20:02:29 GMT 2025","54","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - no farmerID",""
"passed","Tue Jul 29 20:02:29 GMT 2025","Tue Jul 29 20:02:29 GMT 2025","56","All Endponts for QA","Secure","Market","","","Create  Market - price per kg",""
"failed","Tue Jul 29 20:02:14 GMT 2025","Tue Jul 29 20:02:14 GMT 2025","67","All Endponts for QA","Admin","Create Admin","","","Create Admin - No role",""
"passed","Tue Jul 29 20:02:15 GMT 2025","Tue Jul 29 20:02:16 GMT 2025","144","All Endponts for QA","Admin","Get Admins","","","Get list of admins - successful",""
"failed","Tue Jul 29 20:02:17 GMT 2025","Tue Jul 29 20:02:17 GMT 2025","151","All Endponts for QA","Farmer","Claims","","","Update Claims_needs_review",""
