"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 29 23:25:14 GMT 2025","Tue Jul 29 23:25:14 GMT 2025","113","All Endponts for QA","Secure","Market","","","Create  Market - postNow not present",""
"passed","Tue Jul 29 23:25:08 GMT 2025","Tue Jul 29 23:25:08 GMT 2025","467","All Endponts for QA","Secure","Claim","","","Get Claim - For Single Farmer - successful",""
"failed","Tue Jul 29 23:25:10 GMT 2025","Tue Jul 29 23:25:10 GMT 2025","138","All Endponts for QA","Secure","Claim","","","Create Claim - FarmerId does not exist",""
"failed","Tue Jul 29 23:24:56 GMT 2025","Tue Jul 29 23:24:57 GMT 2025","157","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - All Fields Passed - Successful",""
"passed","Tue Jul 29 23:24:53 GMT 2025","Tue Jul 29 23:24:53 GMT 2025","105","All Endponts for QA","Admin","Authentication","","","Admin logout - successful",""
"passed","Tue Jul 29 23:24:58 GMT 2025","Tue Jul 29 23:24:59 GMT 2025","210","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID exists",""
"passed","Tue Jul 29 23:25:15 GMT 2025","Tue Jul 29 23:25:16 GMT 2025","1116","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - successful",""
"passed","Tue Jul 29 23:24:52 GMT 2025","Tue Jul 29 23:24:53 GMT 2025","195","All Endponts for QA","Admin","Authentication","","","Admin Login - Invalid credentials",""
"passed","Tue Jul 29 23:25:09 GMT 2025","Tue Jul 29 23:25:10 GMT 2025","126","All Endponts for QA","Secure","Claim","","","Create Claim - no farmerId",""
"failed","Tue Jul 29 23:25:06 GMT 2025","Tue Jul 29 23:25:06 GMT 2025","390","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - non-existing InsuranceID",""
"failed","Tue Jul 29 23:24:59 GMT 2025","Tue Jul 29 23:24:59 GMT 2025","212","All Endponts for QA","Farmer","Claims","","","Update Claims_blocked",""
"passed","Tue Jul 29 23:24:54 GMT 2025","Tue Jul 29 23:24:54 GMT 2025","123","All Endponts for QA","Admin","Create Admin","","","Create Admin - Invalid email",""
"failed","Tue Jul 29 23:24:54 GMT 2025","Tue Jul 29 23:24:54 GMT 2025","332","All Endponts for QA","Admin","Create Admin","","","Create Admin - user already exists",""
"passed","Tue Jul 29 23:24:52 GMT 2025","Tue Jul 29 23:24:52 GMT 2025","289","All Endponts for QA","Admin","A_Login User Types","","","ADMIN - Admin Login",""
"passed","Tue Jul 29 23:24:56 GMT 2025","Tue Jul 29 23:24:56 GMT 2025","122","All Endponts for QA","Admin","Get Admins","","","Get list of admins - no auth",""
"passed","Tue Jul 29 23:24:53 GMT 2025","Tue Jul 29 23:24:53 GMT 2025","106","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID",""
"passed","Tue Jul 29 23:24:56 GMT 2025","Tue Jul 29 23:24:56 GMT 2025","319","All Endponts for QA","Admin","Get Admins","","","Get list of admins - successful",""
"failed","Tue Jul 29 23:25:13 GMT 2025","Tue Jul 29 23:25:13 GMT 2025","194","All Endponts for QA","Secure","Market","","","Create  Market",""
"failed","Tue Jul 29 23:25:02 GMT 2025","Tue Jul 29 23:25:02 GMT 2025","182","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid farmerId",""
"passed","Tue Jul 29 23:24:53 GMT 2025","Tue Jul 29 23:24:53 GMT 2025","103","All Endponts for QA","Admin","Authentication","","","Admin Login - Long Password",""
"passed","Tue Jul 29 23:24:54 GMT 2025","Tue Jul 29 23:24:54 GMT 2025","117","All Endponts for QA","Admin","Create Admin","","","Create Admin - No role",""
"failed","Tue Jul 29 23:25:13 GMT 2025","Tue Jul 29 23:25:13 GMT 2025","107","All Endponts for QA","Secure","Market","","","Create  Market - No crops",""
"passed","Tue Jul 29 23:25:11 GMT 2025","Tue Jul 29 23:25:11 GMT 2025","446","All Endponts for QA","Secure","Market","","","Get Market - All",""
"passed","Tue Jul 29 23:25:14 GMT 2025","Tue Jul 29 23:25:14 GMT 2025","370","All Endponts for QA","Secure","Market","","","Create  Market - successful",""
"passed","Tue Jul 29 23:25:04 GMT 2025","Tue Jul 29 23:25:04 GMT 2025","701","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no amount paid",""
"passed","Tue Jul 29 23:25:09 GMT 2025","Tue Jul 29 23:25:09 GMT 2025","808","All Endponts for QA","Secure","Claim","","","Create  Claim - successful",""
"failed","Tue Jul 29 23:25:06 GMT 2025","Tue Jul 29 23:25:07 GMT 2025","128","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - invalid YemertID",""
"failed","Tue Jul 29 23:25:10 GMT 2025","Tue Jul 29 23:25:10 GMT 2025","129","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer - no YemertID",""
"passed","Tue Jul 29 23:24:58 GMT 2025","Tue Jul 29 23:24:58 GMT 2025","328","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers - With pagination - successful",""
"passed","Tue Jul 29 23:24:53 GMT 2025","Tue Jul 29 23:24:53 GMT 2025","102","All Endponts for QA","Admin","Authentication","","","Admin Login - Short Password",""
"failed","Tue Jul 29 23:25:03 GMT 2025","Tue Jul 29 23:25:04 GMT 2025","648","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid cost of production amount",""
"failed","Tue Jul 29 23:25:11 GMT 2025","Tue Jul 29 23:25:13 GMT 2025","1104","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - successful",""
"failed","Tue Jul 29 23:25:02 GMT 2025","Tue Jul 29 23:25:03 GMT 2025","664","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no cost of production",""
"passed","Tue Jul 29 23:25:13 GMT 2025","Tue Jul 29 23:25:14 GMT 2025","110","All Endponts for QA","Secure","Market","","","Create  Market - price per kg",""
"passed","Tue Jul 29 23:25:14 GMT 2025","Tue Jul 29 23:25:14 GMT 2025","115","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - no Market ID",""
"passed","Tue Jul 29 23:25:01 GMT 2025","Tue Jul 29 23:25:02 GMT 2025","938","All Endponts for QA","Secure","Insurance","","","Create  Insurance - successful",""
"failed","Tue Jul 29 23:24:55 GMT 2025","Tue Jul 29 23:24:55 GMT 2025","122","All Endponts for QA","Admin","Get Admins","","","Get Logged in Admin details - Successful",""
"passed","Tue Jul 29 23:24:56 GMT 2025","Tue Jul 29 23:24:56 GMT 2025","304","All Endponts for QA","Admin","Get Admins","","","Get Admin details - successful",""
"failed","Tue Jul 29 23:25:13 GMT 2025","Tue Jul 29 23:25:13 GMT 2025","111","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - invalid Yemert ID",""
"failed","Tue Jul 29 23:25:01 GMT 2025","Tue Jul 29 23:25:01 GMT 2025","220","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer not found",""
"passed","Tue Jul 29 23:24:54 GMT 2025","Tue Jul 29 23:24:55 GMT 2025","909","All Endponts for QA","Admin","Create Admin","","","Create Admin - Successful",""
"passed","Tue Jul 29 23:25:07 GMT 2025","Tue Jul 29 23:25:08 GMT 2025","895","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - successful standard update",""
"failed","Tue Jul 29 23:25:10 GMT 2025","Tue Jul 29 23:25:10 GMT 2025","115","All Endponts for QA","Secure","Claim","","","Create Claim - no Type",""
"passed","Tue Jul 29 23:24:59 GMT 2025","Tue Jul 29 23:25:00 GMT 2025","595","All Endponts for QA","Secure","Insurance","","","Get Insurance - All",""
"failed","Tue Jul 29 23:24:57 GMT 2025","Tue Jul 29 23:24:57 GMT 2025","151","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - validation error",""
"failed","Tue Jul 29 23:24:57 GMT 2025","Tue Jul 29 23:24:57 GMT 2025","164","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - successful",""
"failed","Tue Jul 29 23:25:07 GMT 2025","Tue Jul 29 23:25:07 GMT 2025","146","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no plan",""
"passed","Tue Jul 29 23:25:13 GMT 2025","Tue Jul 29 23:25:13 GMT 2025","108","All Endponts for QA","Secure","Market","","","Create  Market - no FarmerID",""
"failed","Tue Jul 29 23:25:05 GMT 2025","Tue Jul 29 23:25:06 GMT 2025","657","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no crop name",""
"passed","Tue Jul 29 23:25:00 GMT 2025","Tue Jul 29 23:25:01 GMT 2025","568","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer",""
"failed","Tue Jul 29 23:25:06 GMT 2025","Tue Jul 29 23:25:06 GMT 2025","121","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no InsuranceID",""
"passed","Tue Jul 29 23:24:55 GMT 2025","Tue Jul 29 23:24:56 GMT 2025","106","All Endponts for QA","Admin","Get Admins","","","Get Admin details - no authentication",""
