"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 26 22:14:38 GMT 2025","Sat Jul 26 22:14:38 GMT 2025","37","All Endponts for QA","Farmer","","","","Bulk register farmers",""
"passed","Sat Jul 26 22:14:38 GMT 2025","Sat Jul 26 22:14:39 GMT 2025","381","All Endponts for QA","Secure","Insurance","","","Get Insurance - All",""
"failed","Sat Jul 26 22:14:36 GMT 2025","Sat Jul 26 22:14:36 GMT 2025","32","All Endponts for QA","Admin","","","","Get Admin details - successful",""
"passed","Sat Jul 26 22:14:39 GMT 2025","Sat Jul 26 22:14:39 GMT 2025","29","All Endponts for QA","Secure","Insurance","","","Create  Insurance",""
"passed","Sat Jul 26 22:14:39 GMT 2025","Sat Jul 26 22:14:39 GMT 2025","27","All Endponts for QA","Secure","Insurance","","","Delete a specific insurance record Copy",""
"passed","Sat Jul 26 22:14:39 GMT 2025","Sat Jul 26 22:14:40 GMT 2025","26","All Endponts for QA","Secure","Claim","","","Delete a specific claim record",""
"passed","Sat Jul 26 22:14:39 GMT 2025","Sat Jul 26 22:14:39 GMT 2025","373","All Endponts for QA","Secure","Claim","","","Get Claims - All",""
"passed","Sat Jul 26 22:14:39 GMT 2025","Sat Jul 26 22:14:39 GMT 2025","28","All Endponts for QA","Secure","Insurance","","","Delete all insurance records Copy",""
"failed","Sat Jul 26 22:14:36 GMT 2025","Sat Jul 26 22:14:36 GMT 2025","34","All Endponts for QA","Admin","","","","Create Admin - Successful",""
"passed","Sat Jul 26 22:14:40 GMT 2025","Sat Jul 26 22:14:40 GMT 2025","27","All Endponts for QA","Secure","Market","","","Delete all market records",""
"passed","Sat Jul 26 22:14:39 GMT 2025","Sat Jul 26 22:14:39 GMT 2025","28","All Endponts for QA","Secure","Claim","","","Delete claim records for a specific farmer",""
"passed","Sat Jul 26 22:14:36 GMT 2025","Sat Jul 26 22:14:36 GMT 2025","30","All Endponts for QA","Farmer","","","","Single Farmer Registration - Required fields only Successful",""
"failed","Sat Jul 26 22:14:35 GMT 2025","Sat Jul 26 22:14:35 GMT 2025","36","All Endponts for QA","Admin","","","","Admin Login - Invalid ID data",""
"passed","Sat Jul 26 22:14:36 GMT 2025","Sat Jul 26 22:14:36 GMT 2025","37","All Endponts for QA","Farmer","","","","Single Farmer Registration - All Fields Passed - Successful",""
"passed","Sat Jul 26 22:14:39 GMT 2025","Sat Jul 26 22:14:39 GMT 2025","26","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer Copy",""
"passed","Sat Jul 26 22:14:36 GMT 2025","Sat Jul 26 22:14:36 GMT 2025","26","All Endponts for QA","Farmer","","","","Register a single Farmer",""
"passed","Sat Jul 26 22:14:38 GMT 2025","Sat Jul 26 22:14:38 GMT 2025","27","All Endponts for QA","Farmer","","","","Delete all farmers",""
"failed","Sat Jul 26 22:14:35 GMT 2025","Sat Jul 26 22:14:35 GMT 2025","31","All Endponts for QA","Admin","","","","Admin Login - No ID Password",""
"passed","Sat Jul 26 22:14:39 GMT 2025","Sat Jul 26 22:14:39 GMT 2025","29","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer",""
"passed","Sat Jul 26 22:14:36 GMT 2025","Sat Jul 26 22:14:37 GMT 2025","1270","All Endponts for QA","Farmer","","","","Get All Farmers",""
"passed","Sat Jul 26 22:14:38 GMT 2025","Sat Jul 26 22:14:38 GMT 2025","230","All Endponts for QA","Farmer","","","","Get Farmer by YEMERT ID",""
"failed","Sat Jul 26 22:14:33 GMT 2025","Sat Jul 26 22:14:35 GMT 2025","1426","All Endponts for QA","Admin","LOGIN ADMIN TYPES","","","SUPER_ADMIN - Admin Login",""
"passed","Sat Jul 26 22:14:38 GMT 2025","Sat Jul 26 22:14:38 GMT 2025","27","All Endponts for QA","Farmer","","","","Delete farmer",""
"failed","Sat Jul 26 22:14:35 GMT 2025","Sat Jul 26 22:14:36 GMT 2025","31","All Endponts for QA","Admin","","","","Admin Login - Short Password",""
"failed","Sat Jul 26 22:14:35 GMT 2025","Sat Jul 26 22:14:35 GMT 2025","42","All Endponts for QA","Admin","","","","Admin Login - No ID",""
"failed","Sat Jul 26 22:14:35 GMT 2025","Sat Jul 26 22:14:35 GMT 2025","207","All Endponts for QA","Admin","LOGIN ADMIN TYPES","","","ADMIN - Admin Login",""
