"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 31 22:34:37 GMT 2025","Thu Jul 31 22:34:37 GMT 2025","41","All Endponts for QA","Admin","Get Admins","","","Get Admin details - no authentication",""
"passed","Thu Jul 31 22:34:36 GMT 2025","Thu Jul 31 22:34:36 GMT 2025","34","All Endponts for QA","Admin","Authentication","","","Admin Login - Short Password",""
"failed","Thu Jul 31 22:34:49 GMT 2025","Thu Jul 31 22:34:49 GMT 2025","130","All Endponts for QA","Secure","Claim","","","Get Claim - For Single Farmer does not exist",""
"failed","Thu Jul 31 22:34:39 GMT 2025","Thu Jul 31 22:34:40 GMT 2025","1036","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - successful",""
"passed","Thu Jul 31 22:34:36 GMT 2025","Thu Jul 31 22:34:36 GMT 2025","42","All Endponts for QA","Admin","Create Admin","","","Create Admin - No email",""
"passed","Thu Jul 31 22:34:42 GMT 2025","Thu Jul 31 22:34:42 GMT 2025","407","All Endponts for QA","Secure","Insurance","","","Get Insurance - All",""
"failed","Thu Jul 31 22:34:44 GMT 2025","Thu Jul 31 22:34:45 GMT 2025","583","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no cost of production",""
"passed","Thu Jul 31 22:34:37 GMT 2025","Thu Jul 31 22:34:37 GMT 2025","35","All Endponts for QA","Admin","Get Admins","","","Get Logged in Admin details - no authentication",""
"failed","Thu Jul 31 22:34:44 GMT 2025","Thu Jul 31 22:34:44 GMT 2025","49","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no farmerId",""
"failed","Thu Jul 31 22:34:53 GMT 2025","Thu Jul 31 22:34:53 GMT 2025","129","All Endponts for QA","Secure","Market","","","Create  Market",""
"passed","Thu Jul 31 22:34:36 GMT 2025","Thu Jul 31 22:34:36 GMT 2025","43","All Endponts for QA","Admin","Create Admin","","","Create Admin - Invalid email",""
"passed","Thu Jul 31 22:34:50 GMT 2025","Thu Jul 31 22:34:50 GMT 2025","137","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer not found",""
"passed","Thu Jul 31 22:34:37 GMT 2025","Thu Jul 31 22:34:37 GMT 2025","40","All Endponts for QA","Admin","Get Admins","","","Get Admin details - no email or Admin ID",""
"failed","Thu Jul 31 22:34:47 GMT 2025","Thu Jul 31 22:34:47 GMT 2025","42","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - invalid YemertID",""
"passed","Thu Jul 31 22:34:49 GMT 2025","Thu Jul 31 22:34:50 GMT 2025","819","All Endponts for QA","Secure","Claim","","","Create  Claim - successful",""
"passed","Thu Jul 31 22:34:41 GMT 2025","Thu Jul 31 22:34:41 GMT 2025","228","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers - With pagination - successful",""
"failed","Thu Jul 31 22:34:53 GMT 2025","Thu Jul 31 22:34:53 GMT 2025","37","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - no farmerID",""
"passed","Thu Jul 31 22:34:43 GMT 2025","Thu Jul 31 22:34:44 GMT 2025","823","All Endponts for QA","Secure","Insurance","","","Create  Insurance - successful",""
"failed","Thu Jul 31 22:34:53 GMT 2025","Thu Jul 31 22:34:53 GMT 2025","37","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - no crop name",""
"failed","Thu Jul 31 22:34:47 GMT 2025","Thu Jul 31 22:34:47 GMT 2025","53","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - invalid InsuranceID",""
"failed","Thu Jul 31 22:34:41 GMT 2025","Thu Jul 31 22:34:42 GMT 2025","136","All Endponts for QA","Farmer","Claims","","","Update Claims_blocked",""
"failed","Thu Jul 31 22:34:37 GMT 2025","Thu Jul 31 22:34:37 GMT 2025","135","All Endponts for QA","Admin","Get Admins","","","Get Logged in Admin details - Successful",""
"failed","Thu Jul 31 22:34:44 GMT 2025","Thu Jul 31 22:34:44 GMT 2025","134","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no Insurance plan",""
"failed","Thu Jul 31 22:34:38 GMT 2025","Thu Jul 31 22:34:38 GMT 2025","352","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - All Fields Passed - Successful",""
"failed","Thu Jul 31 22:34:47 GMT 2025","Thu Jul 31 22:34:47 GMT 2025","41","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no InsuranceID",""
"passed","Thu Jul 31 22:34:34 GMT 2025","Thu Jul 31 22:34:35 GMT 2025","720","All Endponts for QA","Admin","A_Login User Types","","","SUPER_ADMIN - Admin Login",""
"failed","Thu Jul 31 22:34:52 GMT 2025","Thu Jul 31 22:34:52 GMT 2025","125","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer does not exist",""
"passed","Thu Jul 31 22:34:38 GMT 2025","Thu Jul 31 22:34:39 GMT 2025","1049","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Required fields only Successful",""
"failed","Thu Jul 31 22:34:44 GMT 2025","Thu Jul 31 22:34:44 GMT 2025","43","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid farmerId",""
