"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 01 00:29:08 GMT 2025","Fri Aug 01 00:29:08 GMT 2025","111","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no plan",""
"failed","Fri Aug 01 00:29:07 GMT 2025","Fri Aug 01 00:29:07 GMT 2025","112","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid amount paid",""
"passed","Fri Aug 01 00:29:02 GMT 2025","Fri Aug 01 00:29:02 GMT 2025","551","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Required fields only Successful",""
"passed","Fri Aug 01 00:28:58 GMT 2025","Fri Aug 01 00:28:58 GMT 2025","118","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID",""
"failed","Fri Aug 01 00:29:07 GMT 2025","Fri Aug 01 00:29:08 GMT 2025","378","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - non-existing InsuranceID",""
"failed","Fri Aug 01 00:29:09 GMT 2025","Fri Aug 01 00:29:09 GMT 2025","202","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - invalid plan",""
"passed","Fri Aug 01 00:29:01 GMT 2025","Fri Aug 01 00:29:01 GMT 2025","106","All Endponts for QA","Admin","Get Admins","","","Get list of admins - no auth",""
"passed","Fri Aug 01 00:29:14 GMT 2025","Fri Aug 01 00:29:14 GMT 2025","110","All Endponts for QA","Secure","Market","","","Create  Market - price per kg",""
"passed","Fri Aug 01 00:28:59 GMT 2025","Fri Aug 01 00:28:59 GMT 2025","291","All Endponts for QA","Admin","Create Admin","","","Create Admin - user already exists",""
"failed","Fri Aug 01 00:29:04 GMT 2025","Fri Aug 01 00:29:04 GMT 2025","204","All Endponts for QA","Farmer","Claims","","","Update Claims_blocked",""
"failed","Fri Aug 01 00:29:11 GMT 2025","Fri Aug 01 00:29:11 GMT 2025","115","All Endponts for QA","Secure","Claim","","","Create Claim - no Type",""
"passed","Fri Aug 01 00:28:58 GMT 2025","Fri Aug 01 00:28:58 GMT 2025","106","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID Password",""
"passed","Fri Aug 01 00:29:00 GMT 2025","Fri Aug 01 00:29:00 GMT 2025","108","All Endponts for QA","Admin","Get Admins","","","Get Admin details - no authentication",""
"failed","Fri Aug 01 00:29:15 GMT 2025","Fri Aug 01 00:29:15 GMT 2025","201","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - not existing",""
"failed","Fri Aug 01 00:29:08 GMT 2025","Fri Aug 01 00:29:08 GMT 2025","113","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - invalid YemertID",""
"failed","Fri Aug 01 00:29:13 GMT 2025","Fri Aug 01 00:29:13 GMT 2025","376","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - successful",""
"passed","Fri Aug 01 00:29:04 GMT 2025","Fri Aug 01 00:29:05 GMT 2025","285","All Endponts for QA","USSD","","","","Handle Session Requests_not tested",""
"passed","Fri Aug 01 00:29:01 GMT 2025","Fri Aug 01 00:29:02 GMT 2025","297","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Phone number already exists",""
"passed","Fri Aug 01 00:29:06 GMT 2025","Fri Aug 01 00:29:06 GMT 2025","201","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer not found",""
"passed","Fri Aug 01 00:28:57 GMT 2025","Fri Aug 01 00:28:57 GMT 2025","269","All Endponts for QA","Admin","A_Login User Types","","","ADMIN - Admin Login",""
"passed","Fri Aug 01 00:29:14 GMT 2025","Fri Aug 01 00:29:14 GMT 2025","110","All Endponts for QA","Secure","Market","","","Create  Market - postNow not present",""
"failed","Fri Aug 01 00:29:04 GMT 2025","Fri Aug 01 00:29:04 GMT 2025","201","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID does not exist",""
"passed","Fri Aug 01 00:29:09 GMT 2025","Fri Aug 01 00:29:10 GMT 2025","458","All Endponts for QA","Secure","Claim","","","Get Claims - All",""
"failed","Fri Aug 01 00:29:06 GMT 2025","Fri Aug 01 00:29:06 GMT 2025","113","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid farmerId",""
"passed","Fri Aug 01 00:29:03 GMT 2025","Fri Aug 01 00:29:04 GMT 2025","386","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers - With pagination - successful",""
"failed","Fri Aug 01 00:29:14 GMT 2025","Fri Aug 01 00:29:14 GMT 2025","201","All Endponts for QA","Secure","Market","","","Create  Market",""
"passed","Fri Aug 01 00:28:58 GMT 2025","Fri Aug 01 00:28:58 GMT 2025","105","All Endponts for QA","Admin","Authentication","","","Admin Login - Short Password",""
"passed","Fri Aug 01 00:29:12 GMT 2025","Fri Aug 01 00:29:12 GMT 2025","730","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer - successful",""
