"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 01 20:44:03 GMT 2025","Fri Aug 01 20:44:03 GMT 2025","87","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - invalid Yemert ID",""
"passed","Fri Aug 01 20:43:49 GMT 2025","Fri Aug 01 20:43:49 GMT 2025","86","All Endponts for QA","Admin","Get Admins","","","Get Logged in Admin details - no authentication",""
"failed","Fri Aug 01 20:43:54 GMT 2025","Fri Aug 01 20:43:54 GMT 2025","181","All Endponts for QA","Farmer","Claims","","","Update Claims_blocked",""
"failed","Fri Aug 01 20:43:57 GMT 2025","Fri Aug 01 20:43:57 GMT 2025","91","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - invalid YemertID",""
"failed","Fri Aug 01 20:43:55 GMT 2025","Fri Aug 01 20:43:56 GMT 2025","98","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no farmerId",""
"passed","Fri Aug 01 20:43:54 GMT 2025","Fri Aug 01 20:43:55 GMT 2025","449","All Endponts for QA","Secure","Insurance","","","Get Insurance - All",""
"failed","Fri Aug 01 20:44:03 GMT 2025","Fri Aug 01 20:44:03 GMT 2025","175","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer does not exist",""
"passed","Fri Aug 01 20:44:03 GMT 2025","Fri Aug 01 20:44:04 GMT 2025","88","All Endponts for QA","Secure","Market","","","Create  Market - postNow not present",""
"failed","Fri Aug 01 20:44:04 GMT 2025","Fri Aug 01 20:44:04 GMT 2025","181","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - not existing",""
"failed","Fri Aug 01 20:43:57 GMT 2025","Fri Aug 01 20:43:57 GMT 2025","176","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - non-existent YemertID",""
"passed","Fri Aug 01 20:44:04 GMT 2025","Fri Aug 01 20:44:04 GMT 2025","89","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - no Market ID",""
"passed","Fri Aug 01 20:44:03 GMT 2025","Fri Aug 01 20:44:03 GMT 2025","89","All Endponts for QA","Secure","Market","","","Create  Market - price per kg",""
"failed","Fri Aug 01 20:43:56 GMT 2025","Fri Aug 01 20:43:56 GMT 2025","88","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no crop name",""
"failed","Fri Aug 01 20:44:03 GMT 2025","Fri Aug 01 20:44:03 GMT 2025","181","All Endponts for QA","Secure","Market","","","Create  Market",""
"passed","Fri Aug 01 20:43:49 GMT 2025","Fri Aug 01 20:43:50 GMT 2025","86","All Endponts for QA","Admin","Get Admins","","","Get list of admins - no auth",""
"passed","Fri Aug 01 20:43:48 GMT 2025","Fri Aug 01 20:43:48 GMT 2025","272","All Endponts for QA","Admin","Create Admin","","","Create Admin - user already exists",""
"passed","Fri Aug 01 20:43:46 GMT 2025","Fri Aug 01 20:43:46 GMT 2025","257","All Endponts for QA","Admin","A_Login User Types","","","ADMIN - Admin Login",""
"passed","Fri Aug 01 20:43:45 GMT 2025","Fri Aug 01 20:43:46 GMT 2025","1492","All Endponts for QA","Admin","A_Login User Types","","","SUPER_ADMIN - Admin Login",""
"passed","Fri Aug 01 20:43:47 GMT 2025","Fri Aug 01 20:43:47 GMT 2025","175","All Endponts for QA","Admin","Authentication","","","Admin Login - Invalid credentials",""
"failed","Fri Aug 01 20:43:50 GMT 2025","Fri Aug 01 20:43:50 GMT 2025","368","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - All Fields Passed - Successful",""
"failed","Fri Aug 01 20:43:53 GMT 2025","Fri Aug 01 20:43:53 GMT 2025","264","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID does not exist",""
"passed","Fri Aug 01 20:43:47 GMT 2025","Fri Aug 01 20:43:47 GMT 2025","86","All Endponts for QA","Admin","Authentication","","","Admin Login - Long Password",""
"passed","Fri Aug 01 20:43:47 GMT 2025","Fri Aug 01 20:43:47 GMT 2025","92","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID",""
"failed","Fri Aug 01 20:43:57 GMT 2025","Fri Aug 01 20:43:57 GMT 2025","91","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no plan",""
"failed","Fri Aug 01 20:43:57 GMT 2025","Fri Aug 01 20:43:57 GMT 2025","91","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - invalid InsuranceID",""
"failed","Fri Aug 01 20:43:58 GMT 2025","Fri Aug 01 20:43:58 GMT 2025","180","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - invalid plan",""
"failed","Fri Aug 01 20:43:51 GMT 2025","Fri Aug 01 20:43:52 GMT 2025","1113","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - successful",""
"passed","Fri Aug 01 20:43:47 GMT 2025","Fri Aug 01 20:43:47 GMT 2025","88","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID Password",""
"passed","Fri Aug 01 20:43:46 GMT 2025","Fri Aug 01 20:43:47 GMT 2025","267","All Endponts for QA","Admin","A_Login User Types","","","VIEWER - Admin Login",""
"failed","Fri Aug 01 20:44:00 GMT 2025","Fri Aug 01 20:44:01 GMT 2025","96","All Endponts for QA","Secure","Claim","","","Create Claim - no Type",""
"failed","Fri Aug 01 20:43:56 GMT 2025","Fri Aug 01 20:43:57 GMT 2025","358","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - non-existing InsuranceID",""
"passed","Fri Aug 01 20:43:48 GMT 2025","Fri Aug 01 20:43:48 GMT 2025","98","All Endponts for QA","Admin","Create Admin","","","Create Admin - No role",""
