"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","43","All Endponts for QA","Insurance - new","","","","Delete all insurance records for a farmer",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","40","All Endponts for QA","Secure","Claim","","","Delete claim records for a specific farmer",""
"passed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","40","All Endponts for QA","Farmer","Delete Farmers","","","Delete all farmers",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","39","All Endponts for QA","Secure","Claim","","","Get Claims - All",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","46","All Endponts for QA","Admin","Get Admins","","","Get list of admins - successful",""
"failed","Mon Jul 28 19:02:28 GMT 2025","Mon Jul 28 19:02:28 GMT 2025","50","All Endponts for QA","Admin","Authentication","","","Admin Login - Short Password",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","39","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer",""
"passed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","40","All Endponts for QA","Secure","Market","","","Delete all market records",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","38","All Endponts for QA","Secure","Market","","","Get Market - All",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","42","All Endponts for QA","Secure","Claim","","","Create  Claim",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","44","All Endponts for QA","Farmer","Claims","","","Delete all claims",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","47","All Endponts for QA","Admin","Create Admin","","","Create Admin - Successful",""
"failed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","46","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no plan",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","48","All Endponts for QA","Admin","Create Admin","","","Create Admin - Invalid email",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","43","All Endponts for QA","Admin","Get Admins","","","Get Admin details - successful",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","44","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid cost of production amount",""
"passed","Mon Jul 28 19:02:28 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","209","All Endponts for QA","Admin","Authentication","","","Admin Login - Successful",""
"passed","Mon Jul 28 19:02:28 GMT 2025","Mon Jul 28 19:02:28 GMT 2025","53","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID Password",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","48","All Endponts for QA","Admin","Create Admin","","","Create Admin - No email",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","45","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no amount paid",""
"passed","Mon Jul 28 19:02:28 GMT 2025","Mon Jul 28 19:02:28 GMT 2025","49","All Endponts for QA","Admin","Authentication","","","Admin Login - Invalid ID data",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","44","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers",""
"failed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","46","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - non-existent YemertID",""
"failed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","42","All Endponts for QA","Insurance - new","","","","Create a new insurance claim",""
"passed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","211","All Endponts for QA","USSD","","","","Handle Session Requests",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","46","All Endponts for QA","Farmer","Claims","","","Delete all claims for a farmer",""
"failed","Mon Jul 28 19:02:27 GMT 2025","Mon Jul 28 19:02:28 GMT 2025","218","All Endponts for QA","Admin","Login User Types","","","ADMIN - Admin Login",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","43","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid farmerId",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","44","All Endponts for QA","Admin","Create Admin","","","Create Admin - user already exists",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","41","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer Copy",""
"failed","Mon Jul 28 19:02:28 GMT 2025","Mon Jul 28 19:02:28 GMT 2025","51","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","44","All Endponts for QA","Farmer","Claims","","","Get Claims",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","40","All Endponts for QA","Secure","Claim","","","Delete all claim records",""
"failed","Mon Jul 28 19:02:26 GMT 2025","Mon Jul 28 19:02:27 GMT 2025","1006","All Endponts for QA","Admin","Login User Types","","","SUPER_ADMIN - Admin Login",""
"passed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","41","All Endponts for QA","Secure","Insurance","","","Create  Insurance - successful",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","47","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no farmerId",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","43","All Endponts for QA","Secure","Insurance","","","Get Insurance - All",""
"failed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","43","All Endponts for QA","Insurance - new","","","","Delete all insurance records",""
"failed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","45","All Endponts for QA","Insurance - new","","","","Get single Insurance information",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","47","All Endponts for QA","Admin","Create Admin","","","Create Admin - No role",""
"failed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","46","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - non-existing InsuranceID",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","48","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - All Fields Passed - Successful",""
"failed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","47","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - invalid plan",""
"passed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","40","All Endponts for QA","Secure","Market","","","Delete a specific market record",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","46","All Endponts for QA","Farmer","Claims","","","Update Claims",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","46","All Endponts for QA","Admin","Authentication","","","Admin logout - no auth",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","46","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Phone number already exists",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","44","All Endponts for QA","Admin","Get Admins","","","Get Admin details - no authentication",""
"failed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","46","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - invalid YemertID",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","39","All Endponts for QA","Secure","Claim","","","Delete a specific claim record",""
"failed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","42","All Endponts for QA","Insurance - new","","","","Delete a single insurance record",""
"passed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","39","All Endponts for QA","Secure","Market","","","Delete market records for a specific farmer",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","39","All Endponts for QA","Secure","Insurance","","","Delete all insurance records Copy",""
"failed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","43","All Endponts for QA","Insurance - new","","","","Get Insurance claims information",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","44","All Endponts for QA","Farmer","Claims","","","Delete a single claim",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","49","All Endponts for QA","Admin","Authentication","","","Admin logout - successful",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","42","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID exists",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","40","All Endponts for QA","Secure","Insurance","","","Delete a specific insurance record Copy",""
"passed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","40","All Endponts for QA","Secure","Insurance","","","Delete insurance records for a specific farmer Copy",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","45","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers - With pagination - successful",""
"failed","Mon Jul 28 19:02:28 GMT 2025","Mon Jul 28 19:02:28 GMT 2025","215","All Endponts for QA","Admin","Login User Types","","","VIEWER - Admin Login",""
"passed","Mon Jul 28 19:02:32 GMT 2025","Mon Jul 28 19:02:32 GMT 2025","40","All Endponts for QA","Secure","Market","","","Create  Market",""
"failed","Mon Jul 28 19:02:31 GMT 2025","Mon Jul 28 19:02:31 GMT 2025","45","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no crop name",""
"failed","Mon Jul 28 19:02:28 GMT 2025","Mon Jul 28 19:02:28 GMT 2025","51","All Endponts for QA","Admin","Authentication","","","Admin Login - Long Password",""
"passed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","40","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Required fields only Successful",""
"failed","Mon Jul 28 19:02:29 GMT 2025","Mon Jul 28 19:02:29 GMT 2025","47","All Endponts for QA","Farmer","Register Farmer","","","Bulk register farmers - validation error",""
"failed","Mon Jul 28 19:02:30 GMT 2025","Mon Jul 28 19:02:30 GMT 2025","43","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer",""
