"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 26 21:38:16 GMT 2025","Sat Jul 26 21:38:16 GMT 2025","30","All Endponts for QA","Secure","Claim","","","Delete a specific claim record",""
"failed","Sat Jul 26 21:38:13 GMT 2025","Sat Jul 26 21:38:13 GMT 2025","30","All Endponts for QA","Admin","","","","Get Admin details - no authentication",""
"passed","Sat Jul 26 21:38:16 GMT 2025","Sat Jul 26 21:38:16 GMT 2025","29","All Endponts for QA","Secure","Claim","","","Delete all claim records",""
"failed","Sat Jul 26 21:38:12 GMT 2025","Sat Jul 26 21:38:12 GMT 2025","34","All Endponts for QA","Admin","","","","Admin Login - Short Password",""
"passed","Sat Jul 26 21:38:17 GMT 2025","Sat Jul 26 21:38:17 GMT 2025","30","All Endponts for QA","Secure","Market","","","Delete all market records",""
"passed","Sat Jul 26 21:38:16 GMT 2025","Sat Jul 26 21:38:16 GMT 2025","30","All Endponts for QA","Secure","Insurance","","","Delete all insurance records Copy",""
"passed","Sat Jul 26 21:38:17 GMT 2025","Sat Jul 26 21:38:17 GMT 2025","116","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer",""
"failed","Sat Jul 26 21:38:13 GMT 2025","Sat Jul 26 21:38:13 GMT 2025","35","All Endponts for QA","Admin","","","","Create Admin - No role",""
"passed","Sat Jul 26 21:38:15 GMT 2025","Sat Jul 26 21:38:15 GMT 2025","381","All Endponts for QA","Secure","Insurance","","","Get Insurance - All",""
"failed","Sat Jul 26 21:38:17 GMT 2025","Sat Jul 26 21:38:17 GMT 2025","29","All Endponts for QA","","","","","A request with out Request Authorization",""
"passed","Sat Jul 26 21:38:16 GMT 2025","Sat Jul 26 21:38:16 GMT 2025","29","All Endponts for QA","Secure","Insurance","","","Delete a specific insurance record Copy",""
"passed","Sat Jul 26 21:38:15 GMT 2025","Sat Jul 26 21:38:16 GMT 2025","31","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer",""
"passed","Sat Jul 26 21:38:13 GMT 2025","Sat Jul 26 21:38:13 GMT 2025","28","All Endponts for QA","Farmer","","","","Register a single Farmer",""
"failed","Sat Jul 26 21:38:12 GMT 2025","Sat Jul 26 21:38:12 GMT 2025","37","All Endponts for QA","Admin","","","","Admin Login - No ID",""
"passed","Sat Jul 26 21:38:15 GMT 2025","Sat Jul 26 21:38:15 GMT 2025","202","All Endponts for QA","USSD","","","","Handle Session Requests",""
"passed","Sat Jul 26 21:38:17 GMT 2025","Sat Jul 26 21:38:17 GMT 2025","30","All Endponts for QA","Secure","Market","","","Create  Market",""
"passed","Sat Jul 26 21:38:13 GMT 2025","Sat Jul 26 21:38:14 GMT 2025","1248","All Endponts for QA","Farmer","","","","Get All Farmers",""
"passed","Sat Jul 26 21:38:16 GMT 2025","Sat Jul 26 21:38:16 GMT 2025","30","All Endponts for QA","Secure","Insurance","","","Delete insurance records for a specific farmer Copy",""
"failed","Sat Jul 26 21:38:12 GMT 2025","Sat Jul 26 21:38:12 GMT 2025","35","All Endponts for QA","Admin","","","","Admin Login - Invalid ID data",""
"failed","Sat Jul 26 21:38:13 GMT 2025","Sat Jul 26 21:38:13 GMT 2025","33","All Endponts for QA","Admin","","","","Get Admin details - successful",""
