"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 29 22:41:48 GMT 2025","Tue Jul 29 22:41:49 GMT 2025","1059","All Endponts for QA","Farmer","Get Farmers","","","Get All Farmers",""
"passed","Tue Jul 29 22:42:02 GMT 2025","Tue Jul 29 22:42:02 GMT 2025","86","All Endponts for QA","Secure","Market","","","Create  Market - no FarmerID",""
"passed","Tue Jul 29 22:41:56 GMT 2025","Tue Jul 29 22:41:57 GMT 2025","761","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - successful standard update",""
"passed","Tue Jul 29 22:41:45 GMT 2025","Tue Jul 29 22:41:45 GMT 2025","96","All Endponts for QA","Admin","Create Admin","","","Create Admin - No role",""
"failed","Tue Jul 29 22:41:55 GMT 2025","Tue Jul 29 22:41:55 GMT 2025","593","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no crop name",""
"failed","Tue Jul 29 22:41:59 GMT 2025","Tue Jul 29 22:41:59 GMT 2025","88","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer - no YemertID",""
"passed","Tue Jul 29 22:41:46 GMT 2025","Tue Jul 29 22:41:46 GMT 2025","80","All Endponts for QA","Admin","Get Admins","","","Get Logged in Admin details - no authentication",""
"failed","Tue Jul 29 22:41:59 GMT 2025","Tue Jul 29 22:41:59 GMT 2025","174","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer not found",""
"passed","Tue Jul 29 22:41:58 GMT 2025","Tue Jul 29 22:41:59 GMT 2025","762","All Endponts for QA","Secure","Claim","","","Create  Claim - successful",""
"passed","Tue Jul 29 22:41:43 GMT 2025","Tue Jul 29 22:41:43 GMT 2025","246","All Endponts for QA","Admin","A_Login User Types","","","ADMIN - Admin Login",""
"passed","Tue Jul 29 22:41:47 GMT 2025","Tue Jul 29 22:41:47 GMT 2025","167","All Endponts for QA","Admin","Get Admins","","","Get list of admins - successful",""
"passed","Tue Jul 29 22:41:44 GMT 2025","Tue Jul 29 22:41:45 GMT 2025","242","All Endponts for QA","Admin","Authentication","","","Admin Login - Successful",""
"passed","Tue Jul 29 22:41:44 GMT 2025","Tue Jul 29 22:41:44 GMT 2025","87","All Endponts for QA","Admin","Authentication","","","Admin Login - Invalid ID data",""
"failed","Tue Jul 29 22:41:52 GMT 2025","Tue Jul 29 22:41:52 GMT 2025","89","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid farmerId",""
