"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 29 20:06:11 GMT 2025","Tue Jul 29 20:06:11 GMT 2025","213","All Endponts for QA","Admin","Login User Types","","","ADMIN - Admin Login",""
"passed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","30","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Required fields only Successful",""
"passed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","41","All Endponts for QA","Admin","Authentication","","","Admin Login - No ID Password",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","39","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - invalid InsuranceID",""
"failed","Tue Jul 29 20:06:11 GMT 2025","Tue Jul 29 20:06:11 GMT 2025","199","All Endponts for QA","Admin","Login User Types","","","VIEWER - Admin Login",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","27","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer - no YemertID",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","27","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - no Market ID",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","32","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - invalid plan",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","26","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer not found",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","30","All Endponts for QA","Farmer","Claims","","","Update Claims_needs_review",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","29","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - non-existent YemertID",""
"passed","Tue Jul 29 20:06:11 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","120","All Endponts for QA","Admin","Authentication","","","Admin Login - Invalid credentials",""
"failed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","28","All Endponts for QA","Admin","Create Admin","","","Create Admin - Not Authenticated",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","27","All Endponts for QA","Secure","Insurance","","","Get Insurance - For Single Farmer",""
"failed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","27","All Endponts for QA","Admin","Create Admin","","","Create Admin - user already exists",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","26","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - successful",""
"failed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","30","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - All Fields Passed - Successful",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","27","All Endponts for QA","Secure","Market","","","Get Market - All",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","31","All Endponts for QA","Secure","Insurance","","","Update a specific Insurance for a farmer - invalid YemertID",""
"failed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","28","All Endponts for QA","Admin","Create Admin","","","Create Admin - No role",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","26","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - no crop name",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","27","All Endponts for QA","Secure","Market","","","Create  Market",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","25","All Endponts for QA","Secure","Claim","","","Create Claim - no Type",""
"failed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","26","All Endponts for QA","Admin","Get Admins","","","Get list of admins - successful",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","27","All Endponts for QA","Secure","Claim","","","Get Claims - All",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","28","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid farmerId",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","28","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - not existing",""
"failed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","30","All Endponts for QA","Admin","Authentication","","","Admin logout - successful",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","29","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - non-existing InsuranceID",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","29","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no farmerId",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","27","All Endponts for QA","Secure","Claim","","","Update a specific claim for a farmer not found",""
"failed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","28","All Endponts for QA","Farmer","Register Farmer","","","Single Farmer Registration - Phone number already exists",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","27","All Endponts for QA","Secure","Claim","","","Get Claim - For Single Farmer does not exist",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","26","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - invalid Yemert ID",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","26","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID does not exist",""
"passed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","195","All Endponts for QA","Admin","Authentication","","","Admin Login - Successful",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","28","All Endponts for QA","Secure","Insurance","","","Create  Insurance - invalid amount paid",""
"failed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","30","All Endponts for QA","Admin","Create Admin","","","Create Admin - Invalid email",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","31","All Endponts for QA","Secure","Market","","","Update a specific market for a farmer - successful",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","26","All Endponts for QA","Secure","Insurance","","","Create  Insurance - no Insurance plan",""
"failed","Tue Jul 29 20:06:12 GMT 2025","Tue Jul 29 20:06:12 GMT 2025","28","All Endponts for QA","Admin","Create Admin","","","Create Admin - Successful",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","26","All Endponts for QA","Farmer","Get Farmers","","","Get Farmer by Yemert ID - ID exists",""
"failed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","29","All Endponts for QA","Secure","Insurance","","","Update a specific farmer Insurance - no plan",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","31","All Endponts for QA","Secure","Claim","","","Create Claim - no farmerId",""
"passed","Tue Jul 29 20:06:13 GMT 2025","Tue Jul 29 20:06:13 GMT 2025","290","All Endponts for QA","USSD","","","","Handle Session Requests_not tested",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","27","All Endponts for QA","Secure","Market","","","Create  Market - no FarmerID",""
"failed","Tue Jul 29 20:06:14 GMT 2025","Tue Jul 29 20:06:14 GMT 2025","27","All Endponts for QA","Secure","Market","","","Get Market - For Single Farmer - no farmerID",""
